icd_code,icd_code_norm,icd_version,mimic_long_title,official_source,official_code_description,official_default_category,official_default_category_description,all_ccsr_categories,all_ccsr_descriptions,clinical_priority_category,mapping_status,mapping_reason,primary_psychiatric_comorbidity_flag,dementia_flag,substance_flag
29289,29289,9,Other specified drug-induced mental disorders,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG MENTAL DISORDER NEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
2929,2929,9,Unspecified drug-induced mental disorder,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG MENTAL DISORDER NOS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30400,30400,9,"Opioid type dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID DEPENDENCE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30401,30401,9,"Opioid type dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID DEPENDENCE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30402,30402,9,"Opioid type dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID DEPENDENCE-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30403,30403,9,"Opioid type dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID DEPENDENCE-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30410,30410,9,"Sedative, hypnotic or anxiolytic dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURAT DEPEND-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30411,30411,9,"Sedative, hypnotic or anxiolytic dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURAT DEPEND-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30412,30412,9,"Sedative, hypnotic or anxiolytic dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURAT DEPEND-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30413,30413,9,"Sedative, hypnotic or anxiolytic dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURAT DEPEND-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30420,30420,9,"Cocaine dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE DEPEND-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30421,30421,9,"Cocaine dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE DEPEND-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30422,30422,9,"Cocaine dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE DEPEND-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30423,30423,9,"Cocaine dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE DEPEND-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30430,30430,9,"Cannabis dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS DEPEND-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30431,30431,9,"Cannabis dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS DEPEND-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30432,30432,9,"Cannabis dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS DEPEND-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30433,30433,9,"Cannabis dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS DEPEND-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30440,30440,9,"Amphetamine and other psychostimulant dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMIN DEPEND-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30441,30441,9,"Amphetamine and other psychostimulant dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMIN DEPEND-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30442,30442,9,"Amphetamine and other psychostimulant dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMIN DEPEND-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30443,30443,9,"Amphetamine and other psychostimulant dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMIN DEPEND-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30450,30450,9,"Hallucinogen dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",HALLUCINOGEN DEP-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30460,30460,9,"Other specified drug dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NEC-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30461,30461,9,"Other specified drug dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NEC-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30463,30463,9,"Other specified drug dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NEC-IN REM,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30470,30470,9,"Combinations of opioid type drug with any other drug dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOIDOTHER DEP-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30471,30471,9,"Combinations of opioid type drug with any other drug dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOIDOTHER DEP-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30472,30472,9,"Combinations of opioid type drug with any other drug dependence, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOIDOTHER DEP-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30473,30473,9,"Combinations of opioid type drug with any other drug dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOIDOTHER DEP-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30480,30480,9,"Combinations of drug dependence excluding opioid type drug, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COMB DRUG DEP NEC-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30481,30481,9,"Combinations of drug dependence excluding opioid type drug, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COMB DRUG DEP NEC-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30482,30482,9,"Combinations of drug dependence excluding opioid type drug, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COMB DRUG DEP NEC-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30483,30483,9,"Combinations of drug dependence excluding opioid type drug, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COMB DRUG DEP NEC-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30490,30490,9,"Unspecified drug dependence, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NOS-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30491,30491,9,"Unspecified drug dependence, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NOS-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30493,30493,9,"Unspecified drug dependence, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPEND NOS-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30520,30520,9,"Cannabis abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30521,30521,9,"Cannabis abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS ABUSE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30522,30522,9,"Cannabis abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS ABUSE-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30523,30523,9,"Cannabis abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",CANNABIS ABUSE-IN REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30530,30530,9,"Hallucinogen abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",HALLUCINOG ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30531,30531,9,"Hallucinogen abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",HALLUCINOG ABUSE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30532,30532,9,"Hallucinogen abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",HALLUCINOG ABUSE-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30533,30533,9,"Hallucinogen abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",HALLUCINOG ABUSE-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30540,30540,9,"Sedative, hypnotic or anxiolytic abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURATE ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30541,30541,9,"Sedative, hypnotic or anxiolytic abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURATE ABUSE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30542,30542,9,"Sedative, hypnotic or anxiolytic abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURATE ABUSE-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30543,30543,9,"Sedative, hypnotic or anxiolytic abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",BARBITURATE ABUSE-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30550,30550,9,"Opioid abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30551,30551,9,"Opioid abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID ABUSE-CONTINUOUS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30552,30552,9,"Opioid abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID ABUSE-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30553,30553,9,"Opioid abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",OPIOID ABUSE-IN REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30560,30560,9,"Cocaine abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30561,30561,9,"Cocaine abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE ABUSE-CONTINUOUS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30562,30562,9,"Cocaine abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE ABUSE-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30563,30563,9,"Cocaine abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COCAINE ABUSE-IN REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30570,30570,9,"Amphetamine or related acting sympathomimetic abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMINE ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30571,30571,9,"Amphetamine or related acting sympathomimetic abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMINE ABUSE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30572,30572,9,"Amphetamine or related acting sympathomimetic abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMINE ABUSE-EPISOD,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30573,30573,9,"Amphetamine or related acting sympathomimetic abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",AMPHETAMINE ABUSE-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30580,30580,9,"Antidepressant type abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ANTIDEPRESS ABUSE-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30581,30581,9,"Antidepressant type abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ANTIDEPRESS ABUSE-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30583,30583,9,"Antidepressant type abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",ANTIDEPRESS ABUSE-REMISS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30590,30590,9,"Other, mixed, or unspecified drug abuse, unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG ABUSE NEC-UNSPEC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30591,30591,9,"Other, mixed, or unspecified drug abuse, continuous","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG ABUSE NEC-CONTIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30592,30592,9,"Other, mixed, or unspecified drug abuse, episodic","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG ABUSE NEC-EPISODIC,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
30593,30593,9,"Other, mixed, or unspecified drug abuse, in remission","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG ABUSE NEC-IN REMISS-,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
64831,64831,9,"Drug dependence of mother, delivered, with or without mention of antepartum condition","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPENDENCY IN PREGNANCY DELIVERED/ ANTEPAR,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
64833,64833,9,"Drug dependence of mother, antepartum condition or complication","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPENDENCY IN PREGNANCY/ ANTEPARTUM COND,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
64834,64834,9,"Drug dependence of mother, postpartum condition or complication","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",DRUG DEPENDENCY IN PREGNANCY/ POSTPARTUM COND,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
65553,65553,9,"Suspected damage to fetus from drugs, affecting management of mother, antepartum condition or complication","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",SUSPECT DAMAGE TO FETUS - ANTEPARTUM,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
96500,96500,9,"Poisoning by opium (alkaloids), unspecified","AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",POISONING BY OPIUM,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
96501,96501,9,Poisoning by heroin,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",POISONING BY HEROIN,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
96502,96502,9,Poisoning by methadone,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",POISONING BY METHADONE,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
96509,96509,9,Poisoning by other opiates and related narcotics,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",POISONING BY OTH NARCOTICS,661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
V6542,V6542,9,Counseling on substance use and abuse,"AHRQ HCUP Single-Level CCS for ICD-9-CM Diagnoses, 2015",COUNSELING FOR SUBSTANCE ABUSE (Begin 1994),661  ,Substance-related disorders,,,other_substance_related_disorders,included_non_primary,"AHRQ CCS 661/ICD-9 substance family, excluding tobacco. Excluded from primary exposure.",0,0,1
F1110,F1110,10,"Opioid abuse, uncomplicated","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Opioid abuse, uncomplicated",MBD018,Opioid-related disorders,MBD018,Opioid-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1111,F1111,10,"Opioid abuse, in remission","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Opioid abuse, in remission",MBD026,Mental and substance use disorders in remission,MBD026,Mental and substance use disorders in remission,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F11121,F11121,10,Opioid abuse with intoxication delirium,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Opioid abuse with intoxication delirium,MBD018,Opioid-related disorders,MBD018,Opioid-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F11129,F11129,10,"Opioid abuse with intoxication, unspecified","AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1","Opioid abuse with intoxication, unspecified",MBD018,Opioid-related disorders,MBD018,Opioid-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1113,F1113,10,Opioid abuse with withdrawal,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Opioid abuse with withdrawal,MBD018,Opioid-related disorders,MBD018,Opioid-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
F1114,F1114,10,Opioid abuse with opioid-induced mood disorder,"AHRQ CCSR for ICD-10-CM Diagnoses, v2026.1",Opioid abuse with opioid-induced mood disorder,MBD018,Opioid-related disorders,MBD018,Opioid-related disorders,other_substance_related_disorders,included_non_primary,ICD-10 F11-F16/F18-F19 or AHRQ substance CCSR. Excluded from primary exposure.,0,0,1
